TIMESTAMP,TA_F,SW_IN_F,VPD_F,GPP_NT_VUT_REF
20090302,-14.021,208.984,1.025,-9999
20090303,-10.926,173.672,1.438,-9999
20090304,-2.923,203.412,2.04,-9999
20090305,1.291,68.975,0.934,-9999
20090306,3.962,137.654,1.344,-9999
20090307,-0.702,196.972,1.37,-9999
20090308,-4.507,110.096,1.384,-9999
20090309,-1.182,231.055,1.801,-9999
20090310,-0.984,35.648,0.535,-9999
20090311,-15.458,159.764,0.735,-9999
20090312,-16.012,213.307,1.091,-9999
20090313,-6.451,193.449,1.715,-9999
20090314,1.508,236.141,2.442,-9999
20090315,5.453,237.357,2.575,-9999
20090316,9.093,225.524,2.785,-9999
20090317,7.963,189,2.035,-9999
20090318,1.589,257.249,2.299,-9999
20090319,-6.574,245.145,1.569,-9999
20090320,-4.303,86.682,1.573,-9999
20090321,3.191,219.65,1.212,-9999
20090322,2.032,143.84,1.901,-9999
20090323,0.606,36.729,1.845,-9999
20090324,2.315,32.815,1.062,-9999
20090325,0.141,44.956,0.887,-9999
20090326,-4.146,82.701,1.827,-9999
20090327,-5.674,119.361,1.518,-9999
20090328,-4.176,276.785,1.646,-9999
20090329,-4.354,261.706,1.71,-9999
20090330,-0.423,254.556,2.656,-9999
20090331,-0.47,37.439,0.927,-9999
20090401,-0.719,67.813,0.769,-9999
20090402,-0.41,113.153,2.046,-9999
20090403,-0.025,97.27,1.702,-9999
20090404,1.379,268.345,1.865,-9999
20090405,-1.555,218.806,1.648,-9999
20090406,-2.512,300.041,1.864,-9999
20090407,0.554,332.092,2.503,-9999
20090408,2.748,328.45,2.462,-9999
20090409,1.473,267.028,1.927,-9999
20090410,1.003,335.413,2.167,-9999
20090411,3.234,324.772,2.689,-9999
20090412,5.615,312.221,3.581,-9999
20090413,5.691,196.889,3.301,-9999
20090414,6.647,221.683,2.973,-9999
20090415,9.354,329.949,3.788,-9999
20090416,12.304,308.136,5.11,-9999
20090417,14,237.057,5.729,-9999
20090418,8.626,254.4,2.536,-9999
20090419,2.187,29.032,0.659,-9999
20090420,-0.732,74.719,0.471,-9999
20090421,1.622,143.659,1.162,-9999
20090422,3.595,273.887,1.896,-9999
20090423,8.611,298.319,4.198,-9999
20090424,13.511,235.113,4.257,-9999
20090425,4.298,158.696,1.63,-9999
20090426,4.077,47.276,1.112,-9999
20090427,7.045,146.841,1.571,-9999
20090428,7.767,378.637,3.07,-9999
20090429,8.956,212.122,3.423,-9999
20090430,9.89,67.566,2.397,-9999
20090501,6.522,268.828,2.756,-9999
20090502,7.127,268.756,3.282,-9999
20090503,10.539,330.599,3.694,-9999
20090504,13.175,355.848,4.878,-9999
20090505,12.523,187.101,2.872,-9999
20090506,15.082,300.816,4.11,-9999
20090507,15.927,301.959,5.61,-9999
20090508,11.405,354.714,3.548,-9999
20090509,4.32,177.192,1.561,-9999
20090510,6.154,205.174,2.28,-9999
20090511,9.897,293.174,3.907,-9999
20090512,14.13,298.048,5.345,-9999
20090513,11.963,36.07,2.546,-9999
20090514,7.228,229.104,3.084,-9999
20090515,11.588,274.895,4.029,-9999
20090516,3.822,197.219,2.521,-9999
20090517,9.399,369.107,4.093,-9999
20090518,13.826,348.472,5.375,-9999
20090519,13.152,296.452,2.905,-9999
20090520,23.151,369.272,11.053,-9999
20090521,15.877,236.679,5.839,-9999
20090522,14.405,388.494,6.066,-9999
20090523,13.58,385.014,4.95,-9999
20090524,13.03,397.98,5.36,-9999
20090525,14.171,375.954,6.347,-9999
20090526,13.484,86.86,2.684,-9999
20090527,13.269,81.309,1.605,-9999
20090528,13.222,272.569,4.712,-9999
20090529,13.222,380.294,5.51,-9999
20090530,12.091,400.459,4.943,-9999
20090531,10.753,214.922,4.455,-9999
20090601,7.694,206.835,3.139,-9999
20090602,10.408,327.345,3.912,-9999
20090603,10.178,401.371,4.993,-9999
20090604,13.389,387.828,7.45,-9999
20090605,13.951,347.379,6.228,-9999
20090606,14.702,204.228,3.121,-9999
20090607,15.594,89.087,2.159,-9999
20090608,16.187,54.375,0.908,-9999
20090609,16.187,173.398,2.875,-9999
20090610,16.32,121.511,4.046,-9999
20090611,16.967,247.506,4.795,-9999
20090612,18.329,323.872,5.278,-9999
20090613,19.694,268.715,5.017,-9999
20090614,20.748,378.001,3.473,-9999
20090615,21.09,395.301,5.099,-9999
20090616,20.268,242.686,7.649,-9999
20090617,19.212,278.722,7.107,-9999
20090618,20.036,211.533,1.456,-9999
20090619,21.118,219.35,1.762,-9999
20090620,21.982,378.053,4.863,-9999
20090621,22.079,286.285,6.17,-9999
20090622,21.367,168.122,2.322,-9999
20090623,25.736,394.166,7.91,-9999
20090624,22.709,292.097,9.635,-9999
20090625,22.069,355.206,8.586,-9999
20090626,21.427,397.557,6.765,-9999
20090627,17.698,65.096,4.23,-9999
20090628,16.544,223.584,5.566,-9999
20090629,13.326,85.646,2.466,-9999
20090630,9.809,108.937,1.74,-9999
20090701,11.453,193.045,1.946,-9999
20090702,14.519,135.943,3.683,-9999
20090703,18.158,286.784,5.376,-9999
20090704,15.299,355.997,6.658,-9999
20090705,19.125,373.664,6.681,-9999
20090706,17.603,397.938,6.267,-9999
20090707,15.268,343.106,4.559,-9999
20090708,17.234,341.732,4.84,-9999
20090709,19.097,322.872,6.333,-9999
20090710,20.433,302.704,7.599,-9999
20090711,15.838,373.539,6.652,-9999
20090712,16.31,358.265,6.907,-9999
20090713,18.272,355.857,7.181,-9999
20090714,17.064,96.572,6.893,-9999
20090715,17.27,226.832,4.332,-9999
20090716,11.515,152.485,4.434,-9999
20090717,11.095,129.32,2.296,-9999
20090718,11.722,83.574,3.24,-9999
20090719,16.394,250.912,4.872,-9999
20090720,16.447,342.146,6.166,-9999
20090721,15.818,153.753,3.634,-9999
20090722,15.831,237.438,1.348,-9999
20090723,15.816,329.348,3.741,-9999
20090724,15.799,243.524,4.538,-9999
20090725,15.73,175.654,1.419,-9999
20090726,16.784,299.009,1.771,-9999
20090727,19.87,229.92,2.9,-9999
20090728,17.177,153.48,3.409,-9999
20090729,17.264,255.441,4.97,-9999
20090730,18.031,127.815,2.5,-9999
20090731,18.354,306.897,4.305,-9999
20090801,18.647,195.813,4.687,-9999
20090802,18.647,242.643,5.586,-9999
20090803,18.647,281.336,5.009,-9999
20090804,18.407,371.77,5.354,-9999
20090805,17.42,272.199,4.996,-9999
20090806,15.821,315.245,4.776,-9999
20090807,15.268,106.567,3.515,-9999
20090808,20.102,121.113,3.021,-9999
20090809,21.2,149.88,3.455,-9999
20090810,19.42,274.976,3.851,-9999
20090811,19.882,299.127,4.208,-9999
20090812,20.685,326.299,6.62,-9999
20090813,21.862,288.357,7.062,-9999
20090814,23.149,268.909,6.294,-9999
20090815,22.673,199.953,6.918,-9999
20090816,20.679,122.594,3.273,-9999
20090817,18.918,293.314,6.774,-9999
20090818,15.758,283.912,5.754,-9999
20090819,15.819,117.763,4.499,-9999
20090820,14.659,60.654,0.729,-9999
20090821,12.586,98.57,2.582,-9999
20090822,12.116,243.301,3.364,-9999
20090823,15.042,296.495,3.871,-9999
20090824,18.5,274.094,5.527,-9999
20090825,18.648,146.415,4.1,-9999
20090826,17.194,272.404,4.596,-9999
20090827,17.852,280.026,4.964,-9999
20090828,13.647,92.193,1.591,-9999
20090829,9.174,78.542,0.688,-9999
20090830,10.09,251.865,3.227,-9999
20090831,12.588,287,3.682,-9999
20090901,14.172,284.2,4.078,-9999
20090902,14.573,272.891,4.089,-9999
20090903,15.829,247.885,3.965,-9999
20090904,17.149,259.738,4.231,-9999
20090905,17.641,263.689,4.683,-9999
20090906,17.516,260.606,5.194,-9999
20090907,18.022,255.749,5.142,-9999
20090908,17.954,238.218,5.456,-9999
20090909,16.97,251.531,5.246,-9999
20090910,18.381,249.259,5.013,-9999
20090911,19.41,248.911,2.597,-9999
20090912,22.622,231.311,3.754,-9999
20090913,21.618,215.336,2.787,-9999
20090914,21.419,171.442,2.909,-9999
20090915,19.294,215.628,4.019,-9999
20090916,14.951,239.75,3.492,-9999
20090917,16.918,177.001,3.994,-9999
20090918,16.827,186.723,3.274,-9999
20090919,16.271,196.81,3.875,-9999
20090920,16.83,187.072,4.766,-9999
20090921,16.837,215.386,5.631,-9999
20090922,16.945,59.142,3.836,-9999
20090923,16.887,214.65,3.236,-9999
20090924,18.016,225.344,4.741,-9999
20090925,15.635,88.61,3.304,-9999
20090926,14.242,134.504,2.938,-9999
20090927,12.881,89.859,2.758,-9999
20090928,5.961,65.907,0.652,-9999
20090929,3.902,80.733,1.434,-9999
20090930,6.756,214.719,2.386,-9999
20091001,7.365,180.607,3.018,-9999
20091002,5.149,19.313,0.703,-9999
20091003,5.524,57.714,0.766,-9999
20091004,6.327,93.066,0.723,-9999
20091005,6.472,73.231,1.72,-9999
20091006,4,13.615,0.594,-9999
20091007,6.481,140.788,1.943,-9999
20091008,4.73,109.487,2.435,-9999
20091009,2.133,120.938,1.675,-9999
20091010,-2.133,122.007,1.961,-9999
20091011,-1.608,164.234,1.647,-9999
20091012,-2.247,26.71,0.842,-9999
20091013,-0.483,119.23,1.345,-9999
20091014,1.369,75.297,1.679,-9999
20091015,0.114,61.378,1.657,-9999
20091016,0.895,85.772,1.306,-9999
20091017,3.054,113.567,1.521,-9999
20091018,5.773,126.377,2.164,-9999
20091019,7.39,116.06,2.082,-9999
20091020,6.072,53.668,1.091,-9999
20091021,2.622,10.575,0.553,-9999
20091022,0.947,75.914,1.144,-9999
20091023,0.814,14.052,0.699,-9999
20091024,1.077,108.549,1.185,-9999
20091025,3.088,19.502,0.538,-9999
20091026,3.74,25.467,0.629,-9999
20091027,4.276,127.501,1.462,-9999
20091028,6.105,85.897,1.246,-9999
20091029,8.68,16.287,1.126,-9999
20091030,9.137,41.404,1.086,-9999
20091031,0.076,32.922,1.48,-9999
20091101,2.652,74.511,1.439,-9999
20091102,2.077,110.29,1.421,-9999
20091103,-0.432,116.624,1.616,-9999
20091104,-0.137,16.347,1.498,-9999
20091105,0.824,96.593,1.483,-9999
20091106,6.654,87.572,2.012,-9999
20091107,11.229,108.521,2.631,-9999
20091108,10.615,64.321,2.272,-9999
20091109,7.576,94.825,1.799,-9999
20091110,9.558,105.741,1.529,-9999
20091111,5.892,55.663,2.326,-9999
20091112,5.969,43.763,3.512,-9999
20091113,7.471,15.871,2.678,-9999
20091114,4.786,11.36,0.598,-9999
20091115,1.798,96.703,1.602,-9999
20091116,4.329,94.745,0.99,-9999
20091117,3.499,93.193,1.042,-9999
20091118,3.068,85.715,1.064,-9999
20091119,4.603,21.108,0.503,-9999
20091120,5.767,56.588,0.686,-9999
20091121,4.629,65.157,0.771,-9999
20091122,6.767,17.368,0.966,-9999
20091123,5.595,42.615,0.87,-9999
20091124,4.001,17.035,0.91,-9999
20091125,2.929,7.78,0.47,-9999
20091126,-2.86,9.796,0.78,-9999
20091127,-3.034,56.636,1.414,-9999
20091128,-0.358,42.801,1.101,-9999
20091129,-1.701,14.165,0.963,-9999
20091130,-1.062,47.633,1.212,-9999
20091201,0.31,48.236,1.155,-9999
20091202,-3.313,19.805,0.845,-9999
20091203,-7.67,19.531,0.974,-9999
20091204,-10.555,46.54,1.056,-9999
20091205,-9.142,35.608,1.152,-9999
20091206,-9.468,70.834,0.907,-9999
20091207,-8.59,45.206,0.839,-9999
20091208,-9.047,42.849,0.729,-9999
20091209,-9.932,25.2,0.556,-9999
20091210,-19.067,72.428,0.553,-9999
20091211,-18.325,78.28,0.562,-9999
20091212,-8.56,71.207,0.891,-9999
20091213,-10.113,59.755,0.837,-9999
20091214,-11.64,16.825,0.596,-9999
20091215,-19.803,64.031,0.631,-9999
20091216,-16.984,48.379,0.773,-9999
20091217,-10.227,55.518,0.815,-9999
20091218,-8.207,31.445,0.675,-9999
20091219,-7.375,14.858,0.697,-9999
20091220,-10.123,53.213,0.758,-9999
20091221,-8.298,17.381,0.74,-9999
20091222,-6.957,68.124,0.9,-9999
20091223,-5.749,50.567,0.919,-9999
20091224,-4.208,19.459,0.707,-9999
20091225,0.101,20.883,0.688,-9999
20091226,-7.434,64.644,0.73,-9999
20091227,-6.24,33.308,0.617,-9999
20091228,-9.691,47.039,0.703,-9999
20091229,-14.492,68.759,0.885,-9999
20091230,-10.515,28.105,0.725,-9999
20091231,-12.861,53.1,0.612,-9999
20100101,-15.36,54.151,0.496,-0.00496274
20100102,-20.509,68.888,0.447,-0.0454185
20100103,-15.409,32.051,0.48,0.0446314
20100104,-12.266,59.17,0.484,-0.00496274
20100105,-11.552,72.13,0.53,-0.0454185
20100106,-10.717,70.952,0.522,0.0446314
20100107,-8.175,31.836,0.574,-0.00496274
20100108,-11.647,58.58,0.537,-0.0454185
20100109,-12.413,68.067,0.657,0.0446314
20100110,-13.184,42.587,0.947,-0.00496274
20100111,-8.227,37.151,0.654,-0.0454185
20100112,-8.035,45.095,0.957,0.0446314
20100113,-7.53,54.795,1.045,-0.00496274
20100114,-5.812,18.389,0.796,-0.0454185
20100115,-7.18,47.744,1.153,0.0446314
20100116,-2.873,67.068,1.597,-0.00496274
20100117,-3.242,61.884,0.981,-0.0454185
20100118,-3.054,43.996,0.808,0.0446314
20100119,-6.148,28.242,0.837,-0.00496274
20100120,-10.372,64.991,0.941,-0.0454185
20100121,-4.413,76.681,1.08,0.0446314
20100122,-2.686,48.357,1.103,-0.00496274
20100123,-0.33,15.739,0.716,-0.0454185
20100124,-0.002,18.627,0.454,0.0446314
20100125,-3.906,26.136,0.485,-0.00496274
20100126,-12.974,42.68,0.74,-0.0454185
20100127,-18.036,68.744,0.702,0.0446314
20100128,-20.707,138.176,0.654,-0.00496274
20100129,-18.195,136.046,0.74,-0.0454185
20100130,-15.122,113.605,0.76,0.0446314
20100131,-15.593,102.608,0.594,-0.00496274
20100201,-14.369,81.401,0.902,-0.0454185
20100202,-9.977,56.555,0.82,0.0446314
20100203,-9.182,139.858,0.972,-0.00496274
20100204,-4.753,57.812,1.133,-0.0454185
20100205,-4.194,52.505,1.095,0.0446314
20100206,-7.714,112.598,1.085,-0.00496274
20100207,-8.352,79.157,0.926,-0.0454185
20100208,-7.32,74.66,0.884,0.0446314
20100209,-7.524,58.802,0.662,-0.00496274
20100210,-7.794,106.351,0.792,-0.0454185
20100211,-8.86,122.544,0.869,0.0446314
20100212,-8.468,132.612,0.968,-0.00496274
20100213,-7.465,137.894,0.922,-0.0454185
20100214,-8.596,54.275,0.648,0.0446314
20100215,-5.491,60.077,0.882,-0.00496274
20100216,-4.638,127.398,1.716,-0.0454185
20100217,-2.653,94.008,1.634,0.0446314
20100218,-3.771,148.909,1.537,-0.00496274
20100219,-3.553,157.393,1.496,-0.0454185
20100220,-4.302,102.512,1.287,0.0446314
20100221,-3.026,158.968,1.371,-0.00496274
20100222,-3.293,75.143,1.208,-0.0454185
20100223,-8.087,63.191,0.772,0.0446314
20100224,-8.861,98.987,0.736,-0.00496274
20100225,-2.986,157.939,0.865,-0.0454185
20100226,-2.503,170.128,1.353,0.0446314
20100227,-1.761,123.488,1.494,-0.00496274
20100228,-1.074,68.907,1.272,-0.0454185
20100301,-0.218,148.369,1.148,0.0446315
20100302,0.937,181.257,1.405,-0.00496274
20100303,2.461,191.842,1.67,-0.0454185
20100304,-0.447,192.16,1.494,0.0446315
20100305,1.199,192.288,1.958,-0.00496259
20100306,2.666,198.629,2.414,-0.0454183
20100307,4.391,199.157,2.152,0.0446318
20100308,4.004,202.94,1.568,-0.00496242
20100309,5.115,192.394,1.262,-0.0454182
20100310,4.494,48.609,0.72,0.0446316
20100311,5.631,52.431,0.739,-0.00496233
20100312,5.573,62.867,0.759,-0.0454183
20100313,4.213,71.571,0.641,0.0446315
20100314,7.073,224.75,1.71,-0.00496229
20100315,8.872,240.324,2.304,-0.0454179
20100316,7.985,242.072,2.122,0.0446319
20100317,8.672,244.669,2.061,-0.00496212
20100318,8.809,229.147,3.032,-0.0454179
20100319,-0.838,62.448,1.878,0.0446315
20100320,-2.779,243.688,1.866,-0.00496274
20100321,1.2,253.712,2.082,-0.0454183
20100322,4.93,214.607,2.497,0.0446319
20100323,5.618,228.013,2.757,-0.00496223
20100324,4.618,253.982,2.701,-0.0454182
20100325,-6.907,264.495,1.742,0.0446314
20100326,-3.906,183.673,2.404,-0.00496274
20100327,4.589,132.175,2.501,-0.0454182
20100328,0.888,73.904,1.303,0.0446314
20100329,2.732,238.075,2.654,-0.00496244
20100330,10.469,178.234,3.984,-0.0454178
20100331,15.744,181.319,5.054,0.0446325
20100401,16.735,224.331,4.515,-0.0049614
20100402,16.478,135.054,5.279,-0.0454174
20100403,7.77,140.171,3.826,0.0446321
20100404,9.066,219.626,3.207,-0.00496197
20100405,9.029,240.413,3.438,-0.0454178
20100406,8.176,91.541,3.179,0.0446322
20100407,3.791,297.944,2.927,-0.00496251
20100408,-1.775,114.952,1.889,-0.0454185
20100409,4.095,286.856,3.022,0.0446319
20100410,9.058,241.403,3.299,-0.0049619
20100411,10.312,281.087,4.726,-0.0454178
20100412,9.454,140.898,4.46,0.0446322
20100413,7.9,114.395,2.615,-0.00496203
20100414,13.548,228.548,5.192,-0.0454176
20100415,15.256,140.934,2.815,0.0446325
20100416,7.041,263.007,3.558,-0.00496212
20100417,7.064,317.606,3.842,-0.0454179
20100418,7.251,315.671,2.847,0.044632
20100419,10.458,256.498,2.742,-0.00496203
20100420,11.697,301.993,3.907,-0.0454178
20100421,2.965,287.237,2.22,0.0446316
20100422,6.595,300.027,3.009,-0.00496214
20100423,11.923,265.488,4.596,-0.0454178
20100424,9.158,68.618,2.213,0.0446324
20100425,10.563,266.681,3.655,-0.00496175
20100426,8.48,315.883,3.448,-0.0454179
20100427,5.253,319.396,3.292,0.0446318
20100428,8.684,298.45,4.106,-0.00496205
20100429,11.967,111.91,4.006,-0.0454177
20100430,14.987,113.4,3.213,0.0446325
20100501,12.836,253.205,4.33,-0.00496171
20100502,12.68,325.6,5.207,-0.0454175
20100503,7.896,127.803,3.165,0.0446321
20100504,11.317,300.361,3.804,-0.00496203
20100505,7.282,187.458,2.976,-0.0454179
20100506,6.071,272.387,2.634,0.0446319
20100507,2.234,55.358,1.446,-0.00496272
20100508,1.903,204.027,2.108,-0.0454185
20100509,5.531,361.749,3.255,0.0446319
20100510,8.142,282.341,4.295,-0.00496207
20100511,5.348,110.29,2.495,-0.0454183
20100512,9.048,326.413,3.839,0.0446322
20100513,7.425,41.382,0.632,-0.00496197
20100514,8.023,180.438,2.071,-0.0454179
20100515,12.81,370.052,3.916,0.0446322
20100516,15.811,304.008,3.941,-0.00496151
20100517,16.867,364.71,4.916,-0.0454173
20100518,17.988,361.822,6.525,0.0446328
20100519,18.76,337.659,7.653,-0.00496125
20100520,20.457,296.11,7.838,-0.045417
20100521,14.791,99.538,5.049,0.0446325
20100522,16.021,125.595,5.306,-0.00496171
20100523,21.334,88.009,5.671,-0.0454169
20100524,26.07,302.888,6.028,0.0446335
20100525,24.046,215.967,4.748,-0.00496104
20100526,19.3,280.934,4.891,-0.0454172
20100527,19.418,336.336,4.527,0.0446328
20100528,19.418,298.258,4.368,-0.00496132
20100529,19.356,336.857,5.782,-0.0454172
20100530,19.043,256.034,4.501,0.0446327
20100531,20.072,334.296,3.889,-0.0049613
20100601,21.509,270.166,5.596,-0.0454168
20100602,13.469,145.96,1.063,0.0446325
20100603,15.864,306.104,3.744,-0.00496171
20100604,16.395,94.609,1.904,-0.0454175
20100605,15.61,170.691,2.07,0.0446325
20100606,15.61,160.585,2.154,-0.00496171
20100607,15.61,356.566,3.578,-0.0454175
20100608,15.782,51.915,0.948,0.0446325
20100609,15.63,207.712,2.043,-0.00496171
20100610,14.213,244.917,2.362,-0.0454175
20100611,13.871,49.477,1.133,0.0446325
20100612,13.579,76.301,1.733,-0.00496171
20100613,14.826,75.256,1.934,-0.0454175
20100614,15.705,112.895,2.046,0.0446325
20100615,15.072,108.419,1.9,-0.00496171
20100616,16.019,174.738,2.018,-0.0454175
20100617,20.3,278.792,5.232,0.0446331
20100618,21.959,321.541,7.375,-0.00496112
20100619,17.517,160.341,3.965,-0.0454175
20100620,19.262,363.127,5.87,0.0446329
20100621,18.3,162.856,3.121,-0.00496149
20100622,22.137,315.462,5.236,-0.0454169
20100623,18.295,137.511,2.224,0.0446327
20100624,18.163,343.545,5.83,-0.00496147
20100625,19.279,157.454,1.854,-0.0454172
20100626,20.029,170.325,2.762,0.0446328
20100627,20.613,200.91,4.455,-0.0049613
20100628,15.262,269.948,3.085,-0.0454175
20100629,12.592,393.096,3.754,0.0446325
20100630,15.587,383.649,7.01,-0.00496158
20100701,18.916,325.548,5.229,-0.0454171
20100702,21.408,378.618,8.604,0.044633
20100703,23.858,337.913,7.923,-0.00496099
20100704,21.85,74.084,1.882,-0.0454167
20100705,20.796,148.575,3.504,0.0446328
20100706,22.582,261.102,4.704,-0.0049611
20100707,22.38,286.565,5.446,-0.045417
20100708,21.165,363.17,7.458,0.044633
20100709,20.661,327.217,6.871,-0.00496117
20100710,21.765,328.752,6.625,-0.0454168
20100711,18.834,148.569,1.428,0.0446326
20100712,17.965,309.639,4.045,-0.0049614
20100713,19.941,280.012,4.314,-0.045417
20100714,19.524,47.928,2.375,0.0446326
20100715,20.128,343.907,6.271,-0.0049613
20100716,19.789,323.648,4.21,-0.0454172
20100717,19.249,317.863,3.653,0.0446327
20100718,19.356,200.732,1.574,-0.00496145
20100719,19.905,228.609,3.107,-0.0454173
20100720,20.048,176.465,3.52,0.0446327
20100721,19.837,325.935,5.789,-0.00496149
20100722,17.653,103.114,1.206,-0.0454175
20100723,19.874,214.963,3.758,0.0446329
20100724,18.743,150.505,2.213,-0.00496166
20100725,15.758,343.782,0.714,-0.0454175
20100726,21.735,297.424,5.61,0.0446332
20100727,20.588,121.987,2.341,-0.00496136
20100728,19.455,317.526,4.626,-0.0454172
20100729,20.186,198.346,7.505,0.044633
20100730,19.183,258.854,3.428,-0.00496138
20100731,19.945,183.651,2.823,-0.0454172
20100801,21.656,155.924,4.196,0.0446332
20100802,22.121,108.697,2.212,-0.00496099
20100803,23.019,294.664,5.138,-0.0454167
20100804,21.013,263.543,6.042,0.044633
20100805,17.999,260.449,5.087,-0.00496164
20100806,17.432,256.58,4.541,-0.0454174
20100807,19.564,199.602,3.381,0.0446329
20100808,20.835,110.168,2.377,-0.00496112
20100809,23.009,252.702,5.621,-0.0454171
20100810,24.44,176.059,5.787,0.0446335
20100811,22.955,113.419,2.333,-0.00496091
20100812,24.258,297.935,4.771,-0.0454165
